PrescriptionID,ComponentID,LatinName,ChineseName,ComponentQuantity,Barcode
TCMFx3896,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3896,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx3896,TCMH732,,广角,TCMH732,
TCMFx3898,TCMH406,,丹皮酚,TCMH406,
TCMF3901,TCMH287,Clematidis armandii caulis,川木通,TCMH287,
TCMF3902,TCMH2061,,碳酸钙,TCMH2061,
TCMF3903,TCMH2106,,铁粉,TCMH2106,
TCMFx3904,TCMH2420,,羊睾丸浸膏,TCMH2420,
TCMFx3904,TCMH1564,,牛鞭胶粉,TCMH1564,
TCMFx3904,TCMH1572,,牛骨髓,TCMH1572,
TCMFx3904,TCMH2679,,猪脾脏浸膏粉,TCMH2679,
TCMFx3904,TCMH2660,,猪肝脏粉,TCMH2660,
TCMFx3905,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx3905,TCMH533,,对乙酰氨基酚,TCMH533,
TCMFx3905,TCMH1403,,马来酸氯苯那敏,TCMH1403,
TCMFx3905,TCMH1200,,咖啡因,TCMH1200,
TCMF3907,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx3909,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx3911,TCMH960,,黄瓜子,TCMH960,
TCMFx3916,TCMH655,Resina toxicodendri,干漆,TCMH655,
TCMFx3916,TCMH1552,Sal ammoniaci,硇砂,TCMH1552,
TCMFx3916,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMF3917,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF3917,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx3918,TCMH933,Talcum,滑石,TCMH933,
TCMFx3918,TCMH804,,寒食曲,TCMH804,
TCMFx3920,TCMH2744,Daphne giraldii nitsche,祖师麻,TCMH2744,
TCMFx3920,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx3921,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx3921,TCMH933,Talcum,滑石,TCMH933,
TCMFx3921,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3921,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF3923,TCMH694,Testis et penis canis,狗肾,TCMH694,
TCMF3923,TCMH787,Hippocampus,海马,TCMH787,
TCMFx3924,TCMH1947,‎Photinia serrulata,石楠藤,TCMH1947,
TCMFx3924,TCMH909,Trigonella foenum -graecum,葫芦巴,TCMH909,
TCMFx3924,TCMH2578,Lycopi Herba,泽兰,TCMH2578,
TCMFx3924,TCMH1171,Aspongopus,九香虫,TCMH1171,
TCMFx3926,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx3926,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMFx3926,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx3926,TCMH1692,Lapis chloriti,青礞石,TCMH1692,
TCMFx3929,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx3929,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx3929,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3929,TCMH933,Talcum,滑石,TCMH933,
TCMFx3931,TCMH2412,Penis caprae seu ovis,羊鞭,TCMH2412,
TCMFx3931,TCMH787,Hippocampus,海马,TCMH787,
TCMFx3932,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMF3934,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx3936,TCMH1868,,蛇胆,TCMH1868,
TCMFx3936,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3936,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx3937,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx3937,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx3937,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx3937,TCMH392,Carapax eretmochelydis,玳瑁,TCMH392,
TCMFx3937,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx3937,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3942,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx3942,TCMH933,Talcum,滑石,TCMH933,
TCMF3944,TCMH1868,,蛇胆,TCMH1868,
TCMFx3945,TCMH1654,Minium,铅丹,TCMH1654,
TCMFx3947,TCMH2695,,猪胆,TCMH2695,
TCMFx3947,TCMH389,Gleditsiae sinensis fructus,大皂角,TCMH389,
TCMF3948,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx3949,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3949,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx3949,TCMH435,,倒爬虫,TCMH435,
TCMFx3951,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx3954,TCMH2695,,猪胆,TCMH2695,
TCMFx3956,TCMH316,Ailanthi cortex,椿皮,TCMH316,
TCMFx3956,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF3957,TCMH2695,,猪胆,TCMH2695,
TCMF3960,TCMH933,Talcum,滑石,TCMH933,
TCMFx3961,TCMH181,,冰醋酸,TCMH181,
TCMFx3961,TCMH1387,,氯化钠,TCMH1387,
TCMF3962,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF3963,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMFx3965,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx3965,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx3965,TCMH2695,,猪胆,TCMH2695,
TCMFx3965,TCMH732,,广角,TCMH732,
TCMFx3965,TCMH2601,Haematitum,赭石,TCMH2601,
TCMF3966,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx3969,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx3969,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx3969,TCMH621,Fructus tritici levis,浮小麦,TCMH621,
TCMFx3970,TCMH1988,,水飞蓟素,TCMH1988,
TCMFx3970,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx3971,TCMH662,,干虾仁,TCMH662,
TCMFx3971,TCMH787,Hippocampus,海马,TCMH787,
TCMFx3971,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx3971,TCMH688,,狗鞭,TCMH688,
TCMFx3971,TCMH2437,Actinolitum,阳起石,TCMH2437,
TCMFx3972,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx3972,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx3972,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3972,TCMH2173,Eulota,蜗牛,TCMH2173,
TCMF3974,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx3978,TCMH1407,,麻雀,TCMH1407,
TCMFx3978,TCMH909,Trigonella foenum -graecum,葫芦巴,TCMH909,
TCMFx3978,TCMH688,,狗鞭,TCMH688,
TCMF3979,TCMH2228,Rabdosia serra,溪黄草,TCMH2228,
TCMF3979,TCMH539,,鹅胆,TCMH539,
TCMFx3980,TCMH1710,,獾油,TCMH1710,
TCMFx3981,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx3981,TCMH2577,,泽淀,TCMH2577,
TCMFx3983,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx3984,TCMH1138,,金针菇的菌丝体,TCMH1138,
TCMFx3987,TCMH339,,粗胆酸,TCMH339,
TCMFx3988,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx3988,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx3988,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx3989,TCMH2695,,猪胆,TCMH2695,
TCMFx3989,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx3989,TCMH54,Alumen,白矾,TCMH54,
TCMFx3993,TCMH1403,,马来酸氯苯那敏,TCMH1403,
TCMF3994,TCMH2695,,猪胆,TCMH2695,
TCMFx3995,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMFx3995,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx3995,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx3998,TCMH286,Chuanminshen violaceum,川明参,TCMH286,ITSAI1328-14
TCMFx3998,TCMH436,Fructus oryzae germinatus,稻芽,TCMH436,
TCMFx3998,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx3999,TCMH1915,,升药,TCMH1915,
TCMFx4001,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx4001,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4001,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4002,TCMH1465,,梅根,TCMH1465,
TCMFx4002,TCMH412,,胆酸钠,TCMH412,
TCMF4004,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMFx4006,TCMH436,Fructus oryzae germinatus,稻芽,TCMH436,
TCMF4007,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx4009,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx4009,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF4015,TCMH742,,龟,TCMH742,
TCMFx4016,TCMH3,,阿司匹林,TCMH3,
TCMFx4016,TCMH2169,,维生素C,TCMH2169,
TCMF4018,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx4025,TCMH1107,,金龙干浸膏,TCMH1107,
TCMFx4025,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx4025,TCMH1745,,肉桂油,TCMH1745,
TCMFx4027,TCMH479,,貂心,TCMH479,
TCMFx4027,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF4028,TCMH2647,Stalactitum,钟乳石,TCMH2647,
TCMFx4030,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx4030,TCMH582,Cera flava,蜂蜡,TCMH582,
TCMF4032,TCMH2522,,油松节,TCMH2522,
TCMFx4033,TCMH1244,Caryopteris incana,兰香草,TCMH1244,ITSAG2353-14
TCMFx4033,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx4034,TCMH965,,黄花油精,TCMH965,
TCMFx4034,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMF4035,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4037,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4041,TCMH1136,Bidens biternata,金盏银盘,TCMH1136,GENG996-15
TCMFx4041,TCMH96,Herba inulae cappae,白牛胆,TCMH96,
TCMFx4043,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx4043,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4044,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4048,TCMH969,,黄荆油,TCMH969,
TCMFx4050,TCMH1074,Elaeagnus gonyanthes,角花胡颓子,TCMH1074,
TCMFx4051,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4055,TCMH1521,,牡荆根,TCMH1521,
TCMF4057,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4062,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4062,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx4062,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx4063,TCMH1565,Millettia speciosa champ,牛大力,TCMH1565,
TCMFx4063,TCMH1651,Radix schefflerae arboricolae,七叶莲,TCMH1651,
TCMFx4063,TCMH124,Semiliquidambar cathayensis,半枫荷,TCMH124,GBVG2218-11
TCMFx4064,TCMH610,,呋喃西林,TCMH610,
TCMF4066,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4069,TCMH70,Bungarus parvus,白花蛇,TCMH70,
TCMFx4069,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMF4072,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF4072,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4073,TCMH556,,翻白草浸膏粉,TCMH556,
TCMFx4073,TCMH1048,,甲氧苄氨嘧啶,TCMH1048,
TCMFx4074,TCMH2583,,战骨,TCMH2583,
TCMFx4075,TCMH909,Trigonella foenum -graecum,葫芦巴,TCMH909,
TCMFx4075,TCMH1497,cottonseed,棉子仁,TCMH1497,
TCMFx4077,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4077,TCMH533,,对乙酰氨基酚,TCMH533,
TCMFx4078,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx4078,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4078,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx4078,TCMH1552,Sal ammoniaci,硇砂,TCMH1552,
TCMF4079,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF4079,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF4081,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx4084,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4084,TCMH1303,,琉璃,TCMH1303,
TCMFx4084,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx4084,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMF4085,TCMH2419,,羊肝,TCMH2419,
TCMF4085,TCMH2458,Vespertilio superans,夜明砂,TCMH2458,
TCMF4088,TCMH2234,Chebulae fructus immaturus,西青果,TCMH2234,
TCMF4089,TCMH2178,,乌龟,TCMH2178,
TCMF4089,TCMH2501,,银环蛇,TCMH2501,
TCMFx4090,TCMH784,Syngnathus sp.,海龙,TCMH784,FBERM005-06
TCMFx4090,TCMH2412,Penis caprae seu ovis,羊鞭,TCMH2412,
TCMFx4090,TCMH2444,Testis et penis ovis,羊外肾,TCMH2444,
TCMFx4090,TCMH2437,Actinolitum,阳起石,TCMH2437,
TCMFx4090,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx4091,TCMH726,Callicarpae caulis et folium,广东紫珠干浸膏,TCMH726,
TCMFx4092,TCMH1579,,牛皮,TCMH1579,
TCMFx4094,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMF4097,TCMH784,Syngnathus sp.,海龙,TCMH784,FBERM005-06
TCMF4097,TCMH979,Bos taurus domesticus,黄明胶,TCMH979,
TCMF4101,TCMH694,Testis et penis canis,狗肾,TCMH694,
TCMFx4104,TCMH1046,,加翘,TCMH1046,
TCMFx4104,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4107,TCMH787,Hippocampus,海马,TCMH787,
TCMFx4107,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx4107,TCMH772,Ranae oviductus,哈蟆油,TCMH772,
TCMFx4107,TCMH1408,,麻雀肉,TCMH1408,
TCMF4108,TCMH688,,狗鞭,TCMH688,
TCMFx4109,TCMH2224,Mirabilitum praeparatum,西瓜霜,TCMH2224,
TCMFx4109,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx4111,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMFx4114,TCMH1713,,雀肉,TCMH1713,
TCMFx4114,TCMH1389,,驴肾,TCMH1389,
TCMFx4114,TCMH694,Testis et penis canis,狗肾,TCMH694,
TCMFx4114,TCMH1347,,鹿筋,TCMH1347,
TCMFx4114,TCMH645,,干海米,TCMH645,
TCMFx4114,TCMH787,Hippocampus,海马,TCMH787,
TCMFx4114,TCMH791,,海蛆,TCMH791,
TCMFx4114,TCMH136,Os pardi,豹骨,TCMH136,
TCMFx4115,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx4115,TCMH2601,Haematitum,赭石,TCMH2601,
TCMFx4116,TCMH2224,Mirabilitum praeparatum,西瓜霜,TCMH2224,
TCMFx4116,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx4118,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMFx4120,TCMH2366,,亚硫酸氢钠,TCMH2366,
TCMFx4120,TCMH301,,穿心莲内酯,TCMH301,
TCMFx4121,TCMH787,Hippocampus,海马,TCMH787,
TCMFx4121,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx4121,TCMH1712,,雀脑,TCMH1712,
TCMFx4121,TCMH688,,狗鞭,TCMH688,
TCMFx4121,TCMH1379,,驴鞭,TCMH1379,
TCMFx4121,TCMH1563,Aconitum barbatum var. puberulum,牛鞭,TCMH1563,
TCMFx4121,TCMH475,,貂鞭,TCMH475,
TCMFx4123,TCMH490,Ludwigia prostrata roxb,丁香蓼,TCMH490,
TCMFx4126,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4129,TCMH779,Penis et testes callorhini,海狗肾,TCMH779,
TCMFx4129,TCMH1389,,驴肾,TCMH1389,
TCMFx4129,TCMH1355,,鹿肾,TCMH1355,
TCMFx4129,TCMH787,Hippocampus,海马,TCMH787,
TCMFx4129,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx4129,TCMH2719,Spongilla fragills,紫梢花,TCMH2719,
TCMFx4130,TCMH1303,,琉璃,TCMH1303,
TCMFx4130,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx4130,TCMH2601,Haematitum,赭石,TCMH2601,
TCMFx4131,TCMH882,Chirita longgangensis var. hongyao,红药,TCMH882,
TCMFx4131,TCMH861,Ichnocarpus oliganthus,红杜仲,TCMH861,
TCMFx4131,TCMH2534,,玉郎伞,TCMH2534,
TCMFx4131,TCMH1788,,三爪龙,TCMH1788,
TCMFx4131,TCMH1253,,老鸦嘴,TCMH1253,
TCMFx4131,TCMH1565,Millettia speciosa champ,牛大力,TCMH1565,
TCMFx4131,TCMH374,,大芦,TCMH374,
TCMFx4131,TCMH1696,,青藤,TCMH1696,
TCMFx4131,TCMH2159,Alyxia levineiMerr,万筋藤,TCMH2159,
TCMFx4131,TCMH2015,Cissus hastata,四方藤,TCMH2015,GBVW1470-13
TCMFx4131,TCMH1960,,狮子尾,TCMH1960,
TCMFx4132,TCMH1395,Lasiosphaera fenzlii,马勃,TCMH1395,
TCMFx4132,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF4135,TCMH287,Clematidis armandii caulis,川木通,TCMH287,
TCMF4135,TCMH933,Talcum,滑石,TCMH933,
TCMF4135,TCMH1995,Ludwigia adscendens,水龙,TCMH1995,GBVW478-13
TCMF4135,TCMH436,Fructus oryzae germinatus,稻芽,TCMH436,
TCMFx4136,TCMH787,Hippocampus,海马,TCMH787,
TCMFx4138,TCMH882,Chirita longgangensis var. hongyao,红药,TCMH882,
TCMFx4138,TCMH861,Ichnocarpus oliganthus,红杜仲,TCMH861,
TCMFx4138,TCMH2534,,玉郎伞,TCMH2534,
TCMFx4138,TCMH1788,,三爪龙,TCMH1788,
TCMFx4138,TCMH1253,,老鸦嘴,TCMH1253,
TCMFx4138,TCMH1565,Millettia speciosa champ,牛大力,TCMH1565,
TCMFx4138,TCMH374,,大芦,TCMH374,
TCMFx4138,TCMH1696,,青藤,TCMH1696,
TCMFx4138,TCMH2159,Alyxia levineiMerr,万筋藤,TCMH2159,
TCMFx4138,TCMH2015,Cissus hastata,四方藤,TCMH2015,GBVW1470-13
TCMFx4138,TCMH1960,,狮子尾,TCMH1960,
TCMFx4139,TCMH1395,Lasiosphaera fenzlii,马勃,TCMH1395,
TCMFx4139,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx4143,TCMH304,,穿心莲总内酯,TCMH304,
TCMFx4144,TCMH787,Hippocampus,海马,TCMH787,
TCMFx4150,TCMH54,Alumen,白矾,TCMH54,
TCMF4152,TCMH792,,海蛇,TCMH792,
TCMF4152,TCMH1259,Calogyne pilosa,离根香,TCMH1259,
TCMF4154,TCMH2568,Ferrosi sulfas,皂矾,TCMH2568,
TCMF4154,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMFx4156,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4156,TCMH2601,Haematitum,赭石,TCMH2601,
TCMFx4158,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx4158,TCMH2394,,盐酸麻黄碱,TCMH2394,
TCMFx4159,TCMH2568,Ferrosi sulfas,皂矾,TCMH2568,
TCMFx4159,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMF4164,TCMH1365,,卵磷脂,TCMH1365,
TCMF4164,TCMH2171,,维生素E,TCMH2171,
TCMFx4166,TCMH1690,,氢氯噻嗪,TCMH1690,
TCMFx4170,TCMH1566,Bos taurus domesticus,牛胆,TCMH1566,
TCMFx4170,TCMH2273,,香墨,TCMH2273,
TCMFx4172,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF4174,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4175,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4175,TCMH933,Talcum,滑石,TCMH933,
TCMFx4175,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4175,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4175,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx4177,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF4178,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMF4178,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF4179,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF4179,TCMH1145,,荆芥油,TCMH1145,
TCMFx4180,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4180,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4183,TCMH2011,,水银,TCMH2011,
TCMFx4183,TCMH54,Alumen,白矾,TCMH54,
TCMFx4185,TCMH2169,,维生素C,TCMH2169,
TCMFx4185,TCMH1559,,柠檬酸,TCMH1559,
TCMFx4185,TCMH2065,,碳酸氢钠,TCMH2065,
TCMFx4186,TCMH1565,Millettia speciosa champ,牛大力,TCMH1565,
TCMFx4187,TCMH795,Asteroidea,海星,TCMH795,
TCMFx4187,TCMH54,Alumen,白矾,TCMH54,
TCMFx4188,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4188,TCMH1692,Lapis chloriti,青礞石,TCMH1692,
TCMFx4188,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4188,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4188,TCMH933,Talcum,滑石,TCMH933,
TCMFx4188,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF4190,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx4191,TCMH2440,,羊肾,TCMH2440,
TCMFx4194,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4194,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4195,TCMH2393,,盐酸氯喘,TCMH2393,
TCMFx4195,TCMH2399,,盐酸去氯羟嗪,TCMH2399,
TCMFx4197,TCMH236,,蝉衣,TCMH236,
TCMF4198,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMFx4200,TCMH2326,,雄蚕蛾,TCMH2326,
TCMF4201,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF4201,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF4201,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4203,TCMH54,Alumen,白矾,TCMH54,
TCMFx4203,TCMH1679,Calomelas,轻粉,TCMH1679,
TCMFx4203,TCMH1654,Minium,铅丹,TCMH1654,
TCMFx4207,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4207,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx4211,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4211,TCMH164,Gekkonidae,壁虎,TCMH164,ABLRP118-05
TCMFx4211,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx4211,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx4211,TCMH1471,Tabanus,虻虫,TCMH1471,
TCMFx4211,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx4213,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4213,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4213,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx4213,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx4213,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx4215,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx4215,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4215,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4216,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4216,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4216,TCMH1694,,青宁,TCMH1694,
TCMFx4216,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4217,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx4218,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx4218,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx4219,TCMH389,Gleditsiae sinensis fructus,大皂角,TCMH389,
TCMFx4221,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4221,TCMH392,Carapax eretmochelydis,玳瑁,TCMH392,
TCMFx4221,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4224,TCMH787,Hippocampus,海马,TCMH787,
TCMFx4224,TCMH1563,Aconitum barbatum var. puberulum,牛鞭,TCMH1563,
TCMFx4224,TCMH694,Testis et penis canis,狗肾,TCMH694,
TCMFx4224,TCMH2437,Actinolitum,阳起石,TCMH2437,
TCMFx4224,TCMH1156,Semen allii tuberosi,韭菜子,TCMH1156,
TCMFx4225,TCMH1076,,酵母粉,TCMH1076,
TCMFx4225,TCMH467,,淀粉酶,TCMH467,
TCMFx4227,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx4227,TCMH392,Carapax eretmochelydis,玳瑁,TCMH392,
TCMFx4227,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx4229,TCMH56,,白粉霜,TCMH56,
TCMFx4229,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx4229,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx4229,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx4229,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF4231,TCMH2403,,盐酸异丙嗪,TCMH2403,
TCMF4243,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF4243,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
